"PARENT_KEY","Site","Cluster","Plot","Longitude","Latitude","VegStructure","Year","Trees","Shrubs","KEY","rl_bareground","rl_canopy","rl_grasstuft","rl_leaflitter","rl_rock","rl_dung","rl_nearestherb","rl_nearest_grass_perennial_spp","rl_dist_grass_perennial","rl_nearest_grass_annual_spp","rl_dist_grass_annual","rl_nearest_forb_spp","rl_dist_forb","rl_nearest_woody_spp","rl_dist_woody_plant","rl_grass_condition","rl_planned_graze_manag","rl_wet_season_graze","rl_dry_season_graze","rl_land_resting","rl_invasive_species_control","rl_restor_bunds","rl_restor_exclosure","rl_plot_in_conservation_area","rl_grass_reseeding","rl_cow_present","rl_goat_present","rl_wildlife_present","rl_other_restor_activities","rl_other_restor_activities_name"
"uuid:387b5536-1339-4f30-9da3-f1200eb9371f","Lumo","13","10","38.2176","-3.56226","grassland","2023","no","no","uuid:387b5536-1339-4f30-9da3-f1200eb9371f/rangel_form[19]","no","no","yes","yes","no","no","pg","Tetrapogon roxburghiana","6","N","200","Tephrosia pumila","30","Vernonia krausii","17","visibly-over-grazed-grass","no","no","no","no","no","no","no","no","no","no","no","yes","no",""
"uuid:387b5536-1339-4f30-9da3-f1200eb9371f","Lumo","13","10","38.2176","-3.56226","grassland","2023","no","no","uuid:387b5536-1339-4f30-9da3-f1200eb9371f/rangel_form[20]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","39","N","200","Tephrosia pumila","30","Solanum incanum","9","visibly-over-grazed-grass","no","no","no","no","no","no","no","no","no","no","no","yes","no",""
"uuid:387b5536-1339-4f30-9da3-f1200eb9371f","Lumo","13","10","38.2176","-3.56226","grassland","2023","no","no","uuid:387b5536-1339-4f30-9da3-f1200eb9371f/rangel_form[21]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","20","N","200","Corchorius olitorius","37","Solanum incanum","46","visibly-over-grazed-grass","no","no","no","no","no","no","no","no","no","no","no","yes","no",""
"uuid:387b5536-1339-4f30-9da3-f1200eb9371f","Lumo","13","10","38.2176","-3.56226","grassland","2023","no","no","uuid:387b5536-1339-4f30-9da3-f1200eb9371f/rangel_form[22]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","5","N","200","N","200","Solanum incanum","8","visibly-over-grazed-grass","no","no","no","no","no","no","no","no","no","no","no","yes","no",""
"uuid:387b5536-1339-4f30-9da3-f1200eb9371f","Lumo","13","10","38.2176","-3.56226","grassland","2023","no","no","uuid:387b5536-1339-4f30-9da3-f1200eb9371f/rangel_form[23]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","4","N","200","N","200","Solanum incanum","8","visibly-over-grazed-grass","no","no","no","no","no","no","no","no","no","no","no","yes","no",""
"uuid:387b5536-1339-4f30-9da3-f1200eb9371f","Lumo","13","10","38.2176","-3.56226","grassland","2023","no","no","uuid:387b5536-1339-4f30-9da3-f1200eb9371f/rangel_form[24]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","15","N","200","Tephrosia pumila","2","Sida ovata","10","visibly-over-grazed-grass","no","no","no","no","no","no","no","no","no","no","no","yes","no",""
"uuid:387b5536-1339-4f30-9da3-f1200eb9371f","Lumo","13","10","38.2176","-3.56226","grassland","2023","no","no","uuid:387b5536-1339-4f30-9da3-f1200eb9371f/rangel_form[25]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","30","N","200","Tephrosia pumila","38","Sida ovata","50","visibly-over-grazed-grass","no","no","no","no","no","no","no","no","no","no","no","yes","no",""
"uuid:387b5536-1339-4f30-9da3-f1200eb9371f","Lumo","13","10","38.2176","-3.56226","grassland","2023","no","no","uuid:387b5536-1339-4f30-9da3-f1200eb9371f/rangel_form[26]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","15","N","200","Tephrosia pumila","13","Solanum incanum","3","visibly-over-grazed-grass","no","no","no","no","no","no","no","no","no","no","no","yes","no",""
"uuid:387b5536-1339-4f30-9da3-f1200eb9371f","Lumo","13","10","38.2176","-3.56226","grassland","2023","no","no","uuid:387b5536-1339-4f30-9da3-f1200eb9371f/rangel_form[27]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","10","N","200","Tephrosia pumila","11","Grewia tenax","24","visibly-over-grazed-grass","no","no","no","no","no","no","no","no","no","no","no","yes","no",""
"uuid:387b5536-1339-4f30-9da3-f1200eb9371f","Lumo","13","10","38.2176","-3.56226","grassland","2023","no","no","uuid:387b5536-1339-4f30-9da3-f1200eb9371f/rangel_form[28]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","25","N","200","Tephrosia pumila","7","Sida ovata","4","visibly-over-grazed-grass","no","no","no","no","no","no","no","no","no","no","no","yes","no",""
"uuid:387b5536-1339-4f30-9da3-f1200eb9371f","Lumo","13","10","38.2176","-3.56226","grassland","2023","no","no","uuid:387b5536-1339-4f30-9da3-f1200eb9371f/rangel_form[29]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","12","N","200","Tephrosia pumila","15","Sericocomopsis pallida","93","visibly-over-grazed-grass","no","no","no","no","no","no","no","no","no","no","no","yes","no",""
"uuid:387b5536-1339-4f30-9da3-f1200eb9371f","Lumo","13","10","38.2176","-3.56226","grassland","2023","no","no","uuid:387b5536-1339-4f30-9da3-f1200eb9371f/rangel_form[30]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","6","N","200","Tephrosia pumila","3","Sida ovata","11","visibly-over-grazed-grass","no","no","no","no","no","no","no","no","no","no","no","yes","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[1]","no","no","yes","yes","no","no","pg","Cynodon plectostachyus","7","N","200","N","200","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[2]","no","no","yes","yes","no","no","pg","Cynodon plectostachyus","4","N","200","N","200","Heliotropium steudneri","23","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[3]","no","no","yes","yes","no","no","pg","Cynodon plectostachyus","6","N","200","N","200","Heliotropium steudneri","18","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[4]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","10","Tetrapogon spatheous","16","N","200","Heliotropium steudneri","48","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[5]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","11","Eragrostis aspera","84","Justicia exigua","9","Heliotropium steudneri","46","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[6]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","8","Eragrostis aspera","52","Leucas glabrata","56","Heliotropium steudneri","43","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[7]","no","yes","yes","yes","no","no","pg","Cenchrus ciliaris","47","Aristida adscencionis","24","Leucas glabrata","29","Ecbolium hamatum","32","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[8]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","3","N","200","Justicia heterocarpa","9","Ocimum americanum","37","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[9]","no","no","yes","no","no","yes","pg","Cenchrus ciliaris","15","N","200","Senna mimosoides","26","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[10]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","18","Aristida adscencionis","24","Senna mimosoides","50","Lantana virbunoides","62","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[11]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","20","Aristida adscencionis","22","Senna mimosoides","8","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[12]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","63","Aristida adscencionis","6","Senna mimosoides","2","Ecbolium hamatum","23","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[13]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","25","Aristida adscencionis","10","Tephrosia pumila","6","Ecbolium hamatum","7","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[14]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","26","Digitaria velutina","47","Digera muricata","15","Heliotropium steudneri","84","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[15]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","7","Aristida adscencionis","9","Digera muricata","4","Ecbolium hamatum","21","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[16]","yes","no","yes","no","no","no","pg","Digitaria macroblephara","7","N","200","Justicia heterocarpa","37","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[17]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","40","N","200","Senna mimosoides","9","Hibiscus micranthus","64","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[18]","no","yes","yes","yes","no","no","pg","Cenchrus ciliaris","14","Aristida adscencionis","18","Leucas glabrata","17","Heliotropium steudneri","28","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[19]","no","yes","yes","yes","no","no","pg","Cenchrus ciliaris","19","Tetrapogon spatheous","30","Digera muricata","30","Heliotropium steudneri","14","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[20]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","11","Tetrapogon spatheous","33","Digera muricata","12","Hibiscus micranthus","8","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[21]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","13","Tetrapogon spatheous","48","Justicia exigua","6","Ecbolium hamatum","28","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[22]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","20","Tephrosia pumila","13","Justicia exigua","8","Heliotropium steudneri","15","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[23]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","24","Digitaria velutina","30","Justicia exigua","23","Heliotropium steudneri","52","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[24]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","18","Aristida adscencionis","20","Digera muricata","12","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[25]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","28","Aristida adscencionis","20","Digera muricata","14","Heliotropium steudneri","40","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[26]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","26","N","200","Leucas glabrata","4","Heliotropium steudneri","17","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[27]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","9","Digitaria velutina","10","Justicia exigua","15","Ecbolium hamatum","2","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[28]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","9","Digitaria velutina","10","Justicia exigua","15","Ecbolium hamatum","2","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[29]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","14","Digitaria velutina","28","Senna mimosoides","7","Grewia tenax","22","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:6472585f-86eb-440a-b9ff-f3826935b754","Lumo","13","7","38.2133","-3.56861","grassland","2023","yes","yes","uuid:6472585f-86eb-440a-b9ff-f3826935b754/rangel_form[30]","yes","no","yes","no","no","no","pg","Digitaria macroblephara","17","Digitaria velutina","26","Senna mimosoides","10","Maerua triphylla","54","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[1]","no","no","yes","yes","no","no","pg","Sporobolus fimbriatus","12","N","200","Senna mimosoides","29","Heliotropium steudneri","16","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[2]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","8","N","200","Indigofera spicata","65","Abutilon hirtum","16","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[3]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","24","Aristida adscencionis","24","Senna mimosoides","23","Grewia villosa","35","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[4]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","0","N","200","Senna mimosoides","7","Abutilon hirtum","34","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[5]","no","no","yes","yes","no","no","pg","Sporobolus fimbriatus","19","Digitaria velutina","28","N","200","Abutilon hirtum","9","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[6]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","13","N","200","N","200","Abutilon hirtum","12","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[7]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","2","N","200","Senna mimosoides","60","Abutilon hirtum","18","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[8]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","31","Digitaria velutina","31","Indigofera spicata","34","Abutilon hirtum","46","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[9]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","8","Tetrapogon spatheous","9","Acallypha indica","40","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[10]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","18","N","200","N","200","Ecbolium hamatum","84","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[11]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","11","N","200","Justicia exigua","20","Sida ovata","18","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[12]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","17","N","200","N","200","Commiphora schimperi","100","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[13]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","10","Aristida adscencionis","77","Ipomea mombassana","23","Abutilon hirtum","43","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[14]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","16","N","200","N","200","Heliotropium steudneri","25","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[15]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","22","N","200","Senna mimosoides","6","Abutilon hirtum","18","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[16]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","60","Eragrostis aspera","20","N","200","Ecbolium hamatum","70","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[17]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","0","Eragrostis aspera","48","Senna mimosoides","19","Solanum incanum","44","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[18]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","9","Aristida kenyensis","35","Indigofera spicata","18","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[19]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","24","Eragrostis aspera","34","N","200","Salvadora persica","29","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[20]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","26","Eragrostis aspera","12","N","200","Harmania alhiensis","43","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[21]","yes","no","yes","no","no","no","pg","Sporobolus fimbriatus","19","Aristida kenyensis","50","Indigofera spicata","25","Abutilon hirtum","27","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[22]","no","no","yes","yes","no","no","pg","Cenchrus ciliaris","18","Eragrostis aspera","51","Indigofera spicata","32","Ecbolium hamatum","81","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[23]","yes","yes","yes","no","no","no","pg","Cenchrus ciliaris","5","N","200","Justicia exigua","46","Ecbolium hamatum","26","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[24]","yes","no","yes","no","no","no","pg","Cenchrus ciliaris","20","N","200","N","200","N","200","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
"uuid:871a3411-8f82-4456-baf6-81bb6b80c66b","Lumo","13","2","38.2186","-3.57071","grassland","2023","no","yes","uuid:871a3411-8f82-4456-baf6-81bb6b80c66b/rangel_form[25]","yes","no","yes","no","no","no","pg","Tetrapogon roxburghiana","6","N","200","N","200","Solanum incanum","87","visibly-over-grazed-grass","no","no","no","no","no","no","no","yes","no","no","no","no","no",""
