"Country","Date","Time","YEAR","Site","Cluster","Plot","Latitude","Longitude","Altitude","Accuracy","Photo","SlopeDn","SlopeUp","MajLform","LformDes","PosTopoSeq","VegCovLT40","PlotFlood","PlotCultMgd","dom_landuse","Trees","Shrubs","Graminoids","Forbs","VegOther","Broadleaf","Needleleaf","Evergreen","Deciduous","WdCovRate1","WdCovRate2","WdCovRate3","WdCovRate4","HerbCovRate1","HerbCovRate2","HerbCovRate3","HerbCovRate4","HerbHeight","HerbAnnual","VegStrataDescr","SameLanduse90","LandOwnership","UseFoodBeverage","UseForage","UseTimberFuelwood","UseOther","LandUseHistory","RockCover1","RockCover2","RockCover3","RockCover4","Erosion1","Erosion2","Erosion3","Erosion4","SWCStructures","SWCDescr","AugDepth1","AugDepth2","AugDepth3","AugDepth4","ShSuPlDe1","ShSuPlDe2","ShSuPlDe3","ShSuPlDe4","TrSuPlDe1","TrSuPlDe2","TrSuPlDe3","TrSuPlDe4","TrHeight1_1","TrHeight2_1","TrHeight3_1","TrHeight4_1","TrDBH1_1","TrDBH2_1","TrDBH3_1","TrDBH4_1","VegStructure","VegStructureOtherDescr","ImpactTreeCutting","ImpactAgric","ImpactGrazing","ImpactFire","ImpactErosion","ImpactAlienVeg"
"Kenya","03/05/2023","15:23:00.000+03:00","2023","Kalamba","11","9","-1.84979","37.5403","1137","4","1683116673474.jpg","1","1","level","plain","bottomland","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","no","3","5","3","3","5","5","5","5","03to08","yes","Phaseolus vulgaris, Citrus sinensis Citrus reticulata, Grevillea robust a,Amaranthus caudatus,Digitaria velutina, Bidens pilosa, Eragrostis aspera, Acanthospermum hispidum, Commelina benghalensis, Dactyloctianium aegyptiaca, Monechma debile, Justicia exigua, Carica papaya","yes","private","yes","yes","yes","no","Plot cultivated more than 50 years, maize, beans,cowpeas, bananas .","under5","under5","under5","under5","rill","rill","rill","rill","1","struc","50","50","50","50","3","1","0","4","1","4","6","3",,,,,,,,,"shrubland",,"0","3","0","0","1","3"
"Kenya","04/05/2023","07:59:00.000+03:00","2023","Kalamba","12","1","-1.83592","37.5418","1153.5","4","1683176417638.jpg","7","7","sloping","low_gradient_hill","midslope","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","2","1","2","2","5","5","5","5","03to08","yes","Cajanus cajan,Zea mays,Lactuca capensis,Euphorbia crotonoides, Indigofera lupatana,Richardia brasiliensis, Melinis repens,Brachiaria deflexa, Ipomea mombassana, Oxygonum sinuatum,Solanum incanum, Acacia seyal,Azanza garckeana,Panicum maximum, Lactuca capensis,Sorghum verticiliflorum,Senna singueana,Acacia polyacantha,Becium angustifolia,Crotalaria axillaris,Aspilia mossambinscensis,Senna hilderbrandtii, Trichodasma zeylanicum, Crotalaria brevidens,Emilia discifolia,Sida ovata,Aristida abyssinica, Tephrosia pumila,","yes","private","yes","yes","yes","no","Plot cultivated maize, beans,cowpeas for over 50 years.","under5","under5","under5","under5","none","none","none","none","0","none","50","50","50","50","1","0","2","0","0","0","0","2",,,,,,,,,"cropland",,"0","3","0","0","0","2"
"Kenya","04/05/2023","08:42:00.000+03:00","2023","Kalamba","12","10","-1.83596","37.5431","1148.7","5","1683179014848.jpg","0","0","level","plain","bottomland","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","1","1","2","1","3","5","4","4","003to03","yes","Mangifera indica,citrus sinensis, Lantana camara,Phaseolus vulgaris, Cyprus rotundus, Tagetes minuta,Citrus reticulata,Bidens pilosa,Mariscus macropus,Vigana ungulata,Digitaria velutina, Trichodesma zeylanicum, Melinis repens,Oxygonum sinuatum,Acanthospermu hispidum,Dactyloctianium aegyptium, Waltheria indica,","yes","private","yes","yes","no","no","Plot cultivated for over 60 years, maize, beans,cowpeas, pigeon peas, mangoes","under5","under5","under5","under5","none","none","none","none","0","none","50","50","50","50","1","0","1","0","1","0","1","0",,,,,,,,,"shrubland",,"1","3","0","0","0","3"
"Kenya","04/05/2023","09:05:00.000+03:00","2023","Kalamba","12","2","-1.83776","37.5439","1154.1","4","1683180360860.jpg","0","2","level","plain","bottomland","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","1","5","3","4","5","5","4","4","03to08","yes","Mangifera indica, Citrus sinensis, Phaseolus vulgaris,Zea mays,Solanum incanum, Commelina diffusa,Sorghum verticilliflorum,Digitaria velutina, Digitaria abyssinica, Commelina latifolia,Neotonia wightii,Trichodasma zeylanicum, Fluggea pilosa,Leucas calostachyus,Emilia discifolia,Commelina Africana,","yes","private","yes","yes","no","no","Plot cultivated for over 60 years, maize, beans,orange's,cowpeas,pigeon peas","under5","under5","under5","under5","none","none","none","none","0","none","50","50","50","50","0","0","0","0","2","4","1","2",,,,,,,,,"bushland",,"0","3","0","0","0","3"
"Kenya","04/05/2023","12:15:00.000+03:00","2023","Kalamba","12","3","-1.83376","37.5496","1194.9","4","1683191870532.jpg","8","7","sloping","medium_gradient_hill","midslope","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","2","4","1","2","4","4","4","4","003to03","yes","Citrus reticulata, Phaseolus vulgaris, Citrus lemon,Citrus sinensis, Commelina benghalensis,Bidens pilosa,Meli azadrach, Brachiaria leersoides,Digitaria velutina, Panicum maximum, Solanum incanum, Crotalaria incana,Melinis repens,Oxygonum sinuatum, Indigofera tanganyikensis,Tridax procumbens","yes","private","yes","yes","no","no","Plot cultivated for over 60 years,maize,beans,oranges.","under5","under5","under5","under5","none","none","none","none","3","veg struc","50","50","50","50","1","0","0","0","1","2","0","0",,,,,,,,,"shrubland",,"0","3","0","0","0","3"
"Kenya","04/05/2023","10:18:00.000+03:00","2023","Kalamba","12","4","-1.83324","37.5422","1153.1","5","1683184754670.jpg","1","1","level","plain","bottomland","no","no","yes","perennial_crop","yes","yes","yes","yes","yes","yes","no","yes","yes","2","2","1","2","5","5","5","5","03to30","yes","Mangifera indica, Citrus sinensis, Zea mays,Phaseolus vulgaris, Vigna ungulata,Agave sisalana,Crotalaria incana,Acanthospermum hispidum, Panicum maximum, Tagetes minuta,Bidens pilosa,Galisoga parvifolia,Commelina benghalensis,Oxygonum, sinuatum, Dactyloctianium, Acacia seyal,Indigofera lupstsna,Ocimum americanum, Crotalaria brevidens,Cyperus alterniifolia,Tephrosia pumila, Lantana camara,Erlangea cordifolia,Cynodon dactylon, Conyza,bonarensis,Waltheria indica,Commelina latifolia,Tridax procumbens,Sphaeranthes gombrenoides Tithonia diversifolia,Senna bicapdularis,Melinis repens,Digitaria velutina, Digitaria abyssinica,","yes","private","yes","yes","no","no","Plot cultivated for over 60 years, maize, beans,pigeon peas.","under5","under5","under5","under5","none","none","none","none","0","none","50","50","50","50","2","1","0","0","0","0","0","0",,,,,,,,,"shrubland",,"0","3","1","0","0","2"
"Kenya","04/05/2023","13:34:00.000+03:00","2023","Kalamba","12","5","-1.83678","37.5486","1174.64","4","1683196497792.jpg","5","4","sloping","low_gradient_hill","midslope","no","no","yes","fallow","yes","yes","yes","yes","no","yes","no","yes","yes","5","3","4","1","4","5","5","5","003to03","yes","Mangifera indica, Acacia polyacantha,Fluggea pilosa,Croton megalocarpus,Hypoestes aristata, Mariscus assimilis,Commelina Africana, Panicum maximum, Ocimum americanum, Digitaria velutina, Sida acuta,Becium angustifolia,Justicia exigua,Commelina diffusa,Chloris pycnothrix,Senna occidentalis, Blepharis maderaspatensis, Phyllanthus guineensis,Senna singueana,Senna bicapsularis,","yes","private","yes","yes","no","no","Plot has been cultivated maize, beans,cow peas,pigeon for over 60 years but now is fallow","under5","under5","under5","under5","rill","rill","gully","rill","0","none","50","50","50","50","0","0","0","0","1","0","0","0",,,,,,,,,"bushland",,"0","1","2","0","1","1"
"Kenya","04/05/2023","14:23:00.000+03:00","2023","Kalamba","12","6","-1.83343","37.5451","1163.02","4","1683199427653.jpg","2","3","sloping","low_gradient_hill","midslope","no","no","yes","perennial_crop","yes","yes","yes","yes","yes","yes","no","yes","yes","1","2","2","1","4","5","4","4","03to08","yes","Zea mays, Phaseolus vulgaris, Citrus reticulata, Citrus reticulata, Vigna ungulata, Cajanus cajan, Panicum maximum, Cynodon dactylon, Digitaria velutina, Senna singueana,Aspilia mossambinscensis,Euphorbia crotonoides, Commelina benghalensis, Astripomoes hyocyamoides,,Phyllanthus guineensis,Ipomea, Mombassana,Bidens pilosa,Solanum incanum, Pennisetum purpureaum,","yes","private","yes","yes","no","no","Plot cultivated for over 50 years, maize, beans,cowpeas, pigeon peas and later oranges and Mangifera indica.","under5","under5","under5","under5","none","none","none","none","2","struc","50","50","50","50","2","0","0","2","0","0","1","0",,,,,,,,,"shrubland",,"0","3","0","0","0","3"
"Kenya","04/05/2023","13:14:00.000+03:00","2023","Kalamba","12","7","-1.83637","37.5484","1168.6","5","1683195268579.jpg","5","4","sloping","valley","midslope","no","no","yes","annual_agroforestry","yes","yes","yes","yes","no","yes","no","yes","yes","0","0","3","2","5","5","5","5","03to08","yes","Phaseolus vulgaris, Zea mays Citrus sinensis, Citrus reticulata, Mangifera indica, Panicum maximum, Aspilia mossambinscensis,Justicia flava,Neotonia wightii,Euphorbia crotonoides, Ehretia cymosa,,Acalypha volkensii,Commelina diffusa,Commelina benghalensis, Lantana camara, Digitaria  velutina, Digitaria abyssinica, Azanza garckeana,Pennisetum purpureaum,","no","private","yes","yes","no","no","Plot cultivated 4 years maize, beans,cowpeas and before it was bush land.","under5","under5","under5","under5","none","none","rill","none","0","none","50","50","50","50","0","0","2","3","0","0","0","0",,,,,,,,,"cropland",,"1","3","0","0","1","1"
"Kenya","04/05/2023","11:13:00.000+03:00","2023","Kalamba","12","8","-1.83492","37.5502","1188.5","4","1683188040241.jpg","5","4","sloping","medium_gradient_hill","midslope","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","3","3","4","3","4","4","4","4","03to08","yes","Citrus reticulata, Phaseolus vulgaris, Vigna ungulata, Ipomea mossambinscensis,Bidens pilosa,Acacia mellifera, Commelina beghalensis,Digitaria velutina, Acacia tortilis, Acanthospermum hispidum, Galinsoga pervifolia,Achyranthes aspera, Commelina diffusa,Brachiaria deflexa, Acalypha volkensii,Grewia stulmanii,Pennisetum purpureaum, Melinis repens,Euphorbia crotonoides, Vetveria spp.","no","private","yes","yes","no","no","Plot cultivated 10 years, maize, beans,pigeon peas,then planted Citrus reticulata.","under5","under5","under5","under5","none","none","none","none","3","veg struc","50","50","50","50","4","0","3","5","2","0","0","2",,,,,,,,,"shrubland",,"0","3","0","0","1","3"
"Kenya","04/05/2023","09:34:00.000+03:00","2023","Kalamba","12","9","-1.83888","37.542","1162.5","4","1683182109968.jpg","18","16","sloping","medium_gradient_hill","midslope","no","no","yes","annual_crop","yes","yes","yes","yes","no","yes","no","yes","yes","2","3","1","2","4","5","3","4","03to08","yes","Zea mays,Cajanus cajan,Citrus reticulata,Phaseolus vulgaris, Senna occidentalis, Acanthospermum hispidum,Bidens pilosa,Pennisetum purpureaum,Aspilia mossambinscensis,Becium obovasum,Panicum maximum, Melinis repens,Sorghum verticilliflorum, Euphorbia crotonoides, Trichodesma zeylanicum, Ruelia patula Fluggea pilosa,Crotalaria axillaris,Solanum incanum,","yes","private","yes","yes","no","no","Plot cultivated for over 60 years, maize, beans,cowpeas,pigeon peas.","May-40","May-40","May-40","May-40","gully","gully","rill","rill","3","struc veg","50","50","50","50","0","1","0","0","0","0","0","0",,,,,,,,,"cropland",,"2","3","1","0","3","3"
"Kenya","10/05/2023","08:50:00.000+03:00","2023","Kalamba","13","1","-1.8977","37.5604","1222","5","1683697907208.jpg","4","2","sloping","medium_gradient_hill","ridge_crest","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","2","2","2","2","5","5","5","5","03to08","yes","Zea mays, Phaseolus vulgaris, Citrus reticulata, Acanthospermum hispidum, Commelina benghalensis, Commelina erects,Bidens pilosa,Digitaria velutina, Emilia discifolia, Galinsoga parvifolis,Melinis repens,Euphorbia crotonoides, Rottboelia exceltata,Euphorbia hirta,","no","private","yes","yes","no","no","Plot cultivated 8 years, maize,beans,cowpeas, pigeons peas and oranges.
Plot before 2013 was a grazing land.","under5","under5","under5","under5","none","none","none","none","3","struc","50","50","50","50","3","1","0","0","0","0","0","2",,,,,,,,,"shrubland",,"1","3","0","0","0","3"
"Kenya","10/05/2023","13:03:00.000+03:00","2023","Kalamba","13","10","-1.9056","37.5635","1210.1","5","1683713117099.jpg","12","12","sloping","high_gradient_hill","upland","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","2","5","2","2","4","4","4","4","03to08","yes","Cajanus cajan, Zea mays, Vigna ungulata, Citrus sinensis, Citrus reticulata, Mangifera indica, Phaseolus vulgaris, Panicum maximum, Carica papaya,Melinis   repens Acanthospermum hispidum, Emilia discifolia, Ipomea mombassana, Digitaria velutina, Euphorbia crotonoides Aristida adscencionis,Dolichos lablab Brachiaria leersoides, Tridax procumbens, Commelina benghalensis, Schkuheria pinata,Panicum repens,Dactyloctianium aegyptium Manihot utilissima Bidens pilosa,","yes","private","yes","yes","no","no","Plot cultivated for over 60 years, maize, beans,cowpeas, mangoes,oranges","under5","under5","under5","under5","sheet","none","none","rill","5","veg struc","50","50","50","50","2","0","0","0","0","1","0","0",,,,,,,,,"shrubland",,"0","3","0","0","1","3"
"Kenya","10/05/2023","14:50:00.000+03:00","2023","Kalamba","13","2","-1.90127","37.5638","1180.3","5","1683719486179.jpg","2","2","sloping","low_gradient_hill","footslope","no","no","no","pasture_rangeland","yes","yes","yes","yes","no","yes","no","yes","yes","5","2","5","5","5","5","5","5","03to08","yes","Fluggea pilosa, Acacia mellifera, Acacia tortilis, Gnidia latifolia, Balanites aegyptiaca, Lantana camara, Sida acuta,Solanum incanum, Chlorophytum galabatense,,Maytenus putterlickiodes,Commelina africana ,Tetrapogon tenellus, Harrisonia abyssinica, Commelina diffusa, Blepharis maderaspatensis, Justicia flava, Ornithogalum longibracteanum,Grewia bicolor, Senna singueana, Acacia brevispica,Justicia exigua Euphorbia crotonoides, Acacia seyal, Becium angustifolia, Hibiscus micranthus, Ocimum americanum, Leucas calostachyus,Eriochloa meyeriana Acacia tortilis, Chloris pycnothrix, Bothriochloa insculpta Stylosanthes fruticosa, Heteropogon contortus, Ocimum suave, Commelina velutina, Leucas martinscensis, Sporobolus pyramidalis, Vangueria Madagascar iensis,","yes","private","no","yes","yes","no","Grazing land for over 50 years.","May-40","May-40","May-40","May-40","none","none","none","none","0","none","50","18","20","20","4","0","0","5","5","0","4","8",,,,,,,,,"bushland",,"0","3","1","0","1","1"
"Kenya","10/05/2023","12:17:00.000+03:00","2023","Kalamba","13","3","-1.9042","37.5658","1196.9","4","1683710258128.jpg","22","20","steep","high_gradient_hill","upland","no","no","no","pasture_rangeland","yes","yes","yes","yes","no","yes","no","yes","yes","3","3","3","2","5","5","5","5","003to03","no","Synadenium compsctum,Macrotyloma axillare,Ruellia patula, Orthosiphon obovata,Acalypha fruticosa, Vangueria Madagascariensis Polyghala sphenoptera, Gnidia latifolia, Erlangea cordifolia Ocimum americanum, Ocimum suave, Crabea velutina, Croton dichogamus,Commelina afrcana, Terminalia brownii,Lantana camara,Pavetta craspes,Aristida kenyensis, Digitaria velutina, Stylosanthes fruticosa, Harmania alhiensis, Waltheria indica, Blepharis maderaspatensis, Acacia mellifera, hibiscus micranthus, Senna singueana, Senna hilderbrandtii, Bothriochloa insculpta, Brachiaria decumbens, Mariscus macropus,Emilia discifolia, Becium angustifolia, Ipomea mombassana,Digitaria milanjiana,Indigofera lupatana,Agave sisalana,Heteropogon contortus, Dichrostachyus cinerea,Plecthranthus berbetus,Grewia bicolor,Lonchocarpus eriocalyx,Pelargonium quinqelobatum,Acacia tortilis, Psychotria kirkii,","yes","private","no","yes","yes","no","Grazing land for over 70 years.","May-40","May-40","May-40","May-40","none","none","gully","none","0","none","50","50","50","45","6","6","2","2","4","7","4","3",,,,,,,,,"bushland",,"1","0","2","0","1","1"
"Kenya","10/05/2023","09:17:00.000+03:00","2023","Kalamba","13","4","-1.89624","37.5609","1208.3","5","1683699480622.jpg","26","20","steep","high_gradient_hill","upland","no","no","yes","perennial_crop","no","yes","yes","yes","no","yes","no","yes","yes","2","2","2","2","5","5","5","5","03to08","yes","Phaseolus vulgaris, Cajanus cajan, Citrus reticulata, Chloris pycnothrix,Bothriochloa insculpta,Lactuca capensis, Emilia discifolia, Euphorbia crotonoides, Digitaria velutina, Bidens pilosa,Tridax procumbens, Melinis repens, Rottboelia exceltata,Aristida kenyensis, Launea cornuta,Tephrosia    pumila, Oxygonum sinuatum Lantana camara, Aspilia mossambiscensis,Acanthospermum hispidum, Monechma debile,","no","private","yes","yes","no","no","Plot cultivated 2 years ,maize, beans,cowpeas, pigeon peas and before it was grazing land.","under5","May-40","May-40","May-40","none","none","none","none","8","struc","50","28","50","50","0","0","0","0","0","0","0","0",,,,,,,,,"cropland",,"0","3","0","0","1","3"
"Kenya","10/05/2023","14:03:00.000+03:00","2023","Kalamba","13","5","-1.90556","37.5605","1201.7","4","1683716671708.jpg","12","12","sloping","medium_gradient_hill","footslope","no","no","no","pasture_rangeland","yes","yes","yes","yes","no","yes","no","yes","yes","3","5","5","5","5","3","3","3","003to03","no","Ocimum americanum, Lantana camara Becium angustifolia, Gnidia latifolia, Harmania alhiensis, Croton dichogamus, Solanum incanum, Elvovulus alsinoides,,Senna singueana, Indigofera lupatana Acacia nilotica, Indigofera arrecta,Chlorophytum galabatense,Cyperus obtusiflora, Bothriochloa insculpta, Hibiscus micranthus, Acacia polyacantha, Ormocarpum trachycarpum,Blepharis maderaspatensis, Senna occidentalis, Heteropogon contortus, Chloris pycnothrix, Phyllanthus maderaspatensis, Fluggea pilosa, Grewia villosa, Pelargonium quinqelobatum,Crotalaria axillare,Ipomea kituensis,Albizia amara,Ocimum suave Aspilia mossambinscenis, Polygala sphenoptera, Acalypha fruticosa, Ornithogalum longibracteanum,Pupalia lappacea, Justicia flava,Stylosanthes fruticosa Borreria strict a,Kylliinga arecta,Microchloa kunthii, Commelina diffusa, Tephrosia pumila Phyllanthus guineensis,","yes","private","no","yes","yes","no","Grazing land for over 60 years.","May-40","May-40","May-40","May-40","rill","none","none","none","0","none","20","26","50","50","9","7","11","6","0","1","0","3",,,,,,,,,"bushland",,"2","0","0","0","1","1"
"Kenya","10/05/2023","10:43:00.000+03:00","2023","Kalamba","13","6","-1.90069","37.5584","1218.1","4","1683704620857.jpg","25","20","steep","high_gradient_mountain","upland","no","no","no","pasture_rangeland","yes","yes","yes","yes","no","yes","no","yes","yes","3","3","3","3","5","5","5","5","003to03","no","Senna singueana, Ocimum americanum, Ocimum suave,Bauhinia tometosa,Combretum mille,Terminalia brownii,Salvia hispidum, Solanum incanum, Sida,ovata,Ochna inermis, Gnidia latifolia,Bothriochloa insculpta, Harmania alhiensis, Chloris pycnothrix, Waltheria Lonchocarpus eriocalyx,Leucas martinscensis, Elvolvulus alsinoides,Justicia flava,Aspilia pluriseta, Acalypha fruticosa, Combretum apicula,Justicia exigua,Fluggea pilosa,Polygala sphenoptera,Tephrosia pumila, Indigofera arrecta,","no","private","no","yes","yes","no","Grazing land since 2013 but then it was a shamba.","May-40","May-40","May-40","May-40","rill","rill","rill","rill","0","none","15","20","11","20","6","4","2","2","3","0","0","0",,,,,,,,,"shrubland",,"1","0","3","0","2","1"
"Kenya","10/05/2023","13:44:00.000+03:00","2023","Kalamba","13","7","-1.90581","37.5602","1207.1","4","1683715535707.jpg","10","9","sloping","medium_gradient_hill","midslope","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","2","2","2","2","4","4","4","4","03to08","yes","Zea mays, Cajanus cajan, Vigna ungulata,, Melinis repens, Grewia similis , Phyllanthus guineensis, Terminalia brownii, Ipomea mombasana, Monechma debile Acanthospermum hispidum, Aspilia mossambinscensis,Oxygonum sinuatum, Panicum maximum, Hibiscus fuscus, Lantana camara, Bidens pilosa, Euphorbia crotonoides, Digitaria velutina, Eriochloa meyeriana, Brachiaria leersoides, Brachiaria deflexa, Combretum zeyheri,Acalypha fruticosa, Cynodon dactylon, Acacia polyacantha,","no","private","yes","yes","yes",,"Plot cultivated 7 years, maize, beans,cowpeas, pigeon peas and before it was grazing land.","May-40","May-40","May-40","May-40","none","none","none","none","2","veg","50","50","50","50","5","0","0","0","1","0","0","0",,,,,,,,,"cropland",,"0","3","0","0","2","3"
"Kenya","10/05/2023","09:59:00.000+03:00","2023","Kalamba","13","8","-1.89795","37.558","1261.4","4","1683702021099.jpg","16","16","sloping","medium_gradient_hill","upland","no","no","no","pasture_rangeland","yes","yes","yes","yes","no","yes","no","yes","yes","3","2","5","5","5","5","5","5","03to08","no","Ipomea kituensis,Combretum zeyheri,Antidesma venosum,Hypoestes aristata, Commelina africana,Sida acuta,Leucas martinscensis, Crotalaria polysperma,Borreria strict a,Chloris pycnothrix, Digitaria velutina, Euphorbia hirta,Tridax procumbens, Ocimum americanum, Hibiscus aethiopicus,Ficus ingens,Ficus sycomorus,Crossandra mucronata, Neonotonia wightii,Justicia flava,Setaria pallidefusca, Senna singueana, Bothriochloa insculpta,Fluggea pilosa,Maytenus putter lick iodides,Clausen's anisata,Acanthospermum hispidum, Croton megalocarpus,Vangueria infausta,Bidens,pilosa,Cascabela thevetia,Lantana camara,Commelina diffusa,Galinsoga parvifolia,Asystacia schimperi, Achyranthes aspera, Croton dichogamus,","yes","private","no","yes","yes","no","Grazing land for over 50 years.","May-40","May-40","May-40","May-40","none","none","none","none","0","none","50","20","20","34","0","0","0","0","3","0","5","4",,,,,,,,,"bushland",,"1","1","2","0","1","1"
"Kenya","10/05/2023","08:12:00.000+03:00","2023","Kalamba","13","9","-1.89675","37.5664","1224.1","4","1683695597544.jpg","13","15","sloping","medium_gradient_hill","midslope","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","3","2","2","2","5","5","5","5","03to30","yes","Zea mays, Phaseolus vulgaris, Cajanus cajan, Citrus sinensis, Citrus reticulata, Vigna ungulata, Euphorbia crotonoides Digitaria velutina, Melinis repens, Commelina benghalensis Cucumis dipsaceous,Polygala,sphenoptera,Lactuca capensis, Cynodon dactylon, Sida rhombifolia,Ocimum americanum Panicum maximum, Grevillea robust a,Senna siamea,Commelina erecta,Brachiaria leersoides, Dovyalis caffra,Aristida adscensionis,Trichodesma zeylanicum, Tridax procumbens, Acanthospermum hispidum, Crotalaria incana,","yes","private","yes","yes","no","no","Plot cultivated for over 50 years, maize, beans,cowpeas, pigeons peas and oranges.","under5","under5","under5","under5","none","rill","none","none","3","veg struc","50","50","36","50","1","0","0","0","1","1","0","0",,,,,,,,,"shrubland",,"0","3","0","0","1","3"
"Kenya","11/05/2023","13:30:00.000+03:00","2023","Kalamba","14","1","-1.88054","37.5707","1199","4","1683801063941.jpg","9","8","sloping","medium_gradient_hill","ridge_crest","no","no","yes","perennial_crop","no","no","yes","yes","no","yes","no","yes","yes","2","2","2","2","4","4","5","5","03to08","yes","Vigna ungulata, Zes mays,Cucurbits maxima,Carica papaya,Mangifera indica,Panicum maximum, Senna obutusifolia,Dichrostachyus cinerea,Emilia, Euphorbia crotonoides, Acanthospermum hispidum, Ipomoea mombassana, Melinis repens, Digitaria velutina, Digitaria abyssinica, Commelina benghalensis, Brachiaria deflexa, Urochloa panicoides, Leucas martinscensis, Setaria pallidefusca, Cleome monophylla,Aristida adscencionis,","no","private","yes","yes","no","no","Plot cultivated 18 years, maize, beans,cowpeas, cassava, pigeon peas and before it was bush land.","May-40","May-40","May-40","under5","rill","rill","rill","rill","4","struc","17","50","50","20","0","0","0","0","0","0","0","0",,,,,,,,,"cropland",,"0","3","0","0","1","3"
"Kenya","11/05/2023","10:14:00.000+03:00","2023","Kalamba","14","12","-1.88064","37.5623","1288.4","4","1683789328708.jpg","4","4","sloping","medium_gradient_hill","upland","no","no","no","pasture_rangeland","yes","yes","yes","yes",,"yes","no","yes","yes","5","3","3","3","3","5","5","5","03to08","no","Pentad parvifolia,Lantana camara, Ormocarpum kirkii, Senna singueana, Stylosanthes fruticosa, Acacia mellifera,Acacia tortilis, Hoslundia opposita,Rhus natalensis, Indigofera lupatana, Gnidia latifolia, Dalbergia melanoxylon, Emilia discifolia, Helichrysum forkhalii, Heteropogon contortus, Becium angustifolia, Blepharis maderaspatensis, Bothriochloa insculpta,Balanites aegyptium, Terminalia brownii,Ipomoea kituensis,Sporobolus pyramidalis, Melinis repens, Brachiaria decumbens, Agave sisalana,Panicum repens, Crabbe's velutina, Eragrostis superba, Ocimum suave,Eragrostis racemosa,Chlorophytum galabatense,Croton dichogamus,Acacia senegal, Euphorbia candelabrum, Pavetta crassipes,Digitaria velutina, Fluggea pilosa, Acacia hockii,Senna mimosoides,Maytenus putter lick iodides,Solanum incanum,","yes","private","no","yes","yes","no","Grazing land for over 40 years.","May-40","under5","under5","under5","none","none","none","none","0","none","20","18","20","50","12","2","8","4","4","1","5","7",,,,,,,,,"bushland",,"0","0","2","0","0","1"
"Kenya","11/05/2023","09:03:00.000+03:00","2023","Kalamba","14","2","-1.87731","37.5631","1285.1","3","1683785064990.jpg","20","19","steep","high_gradient_hill","upland","no","no","yes","perennial_crop","yes","yes","yes","yes","no","no","no","yes","yes","1","1","1","1","4","5","5","5","03to08","yes","Mangifera indica, Citrus reticulata, Carica papaya,Zea mays,Cajanus cajan,Phaseolus vulgaris, Trichodesma zeylanicum, Panicum maximum, Melinis repens, Digitaria velutina, Pennisetum purpureaum, Cyperus rotundus, Euphorbia crotonoides, Acanthospermum hispidum, Tridax procumbens, Emilia discifolia, Launea cornuta,Oxygonum sinuatum, Digitaria abyssinica, Manihot utilissima,Eragrostis superba, Commelina benghalensis, Becium angustifolia, Indigofera lupatana,Richardia brasiliensis, Galinsoga parvifolia,Grevillea robust a Rottboelia exceltata,Cucumis dipsaceous,Solanum incanum, Acalypha fruticosa, Cyphostemma bambusseti,Waltheria indica, Maytenus putter lick iodides,Fluggea  pilosa,zea mays,Citrus reticulata,","yes","private","yes","yes","no","no","Plot cultivated for over 35 years, maize, beans,cassava, pigeon peas, and oranges.","under5","under5","under5","under5","none","none","none","none","4","veg struc","50","38","33","50","3","0","0","0","0","1","0","1",,,,,,,,,"shrubland",,"0","3","0","0","1","3"
"Kenya","11/05/2023","12:59:00.000+03:00","2023","Kalamba","14","3","-1.88029","37.5692","1190.8","5","1683799268487.jpg","12","10","sloping","medium_gradient_hill","midslope","no","no","yes","perennial_crop","yes","yes","yes","yes","no","yes","no","yes","yes","2","2","2","2","5","5","5","5","03to08","yes","Phaseolus vulgaris, Cajanus cajan, Vigna ungulata, Citrus reticulata, Citrus sinensis, Commelina diffusa, Astripomoea hyocyamoides,Euphorbia crotonoides Enteropogon macrostchyus, Panicum maximum, Indigofera tanganyikensis,Melinis repens, Ipomoea mombassana, Crotalaria lebrunii,Becium angustifolia, Ormocarpum trachycarpum,Aspilia mossambinscensis,Maytenus putter lick iodides,Lonchocarpus eriocalyx, Tridax procumbens, Digitaria velutina Acacia brevispica,Senna occidentalis, Blepharis maderaspatensis, Eriochloa meyeriana, Acacia polyacantha Emilia discifolia,","no","private","yes","yes","no","no","Plot cultivated 4 years, maize, beans,cowpeas, pigeon peas, oranges and before it was bush land.","May-40","May-40","May-40","May-40","gully","gully","rill","rill","6","veg struc","50","39","50","42","2","0","0","2","1","0","0","0",,,,,,,,,"cropland",,"0","3","0","0","1","3"
